ResourceID,title,filename,thumbnail
228417a5-acdc-39bd-0001-7b7728417493,Paiute-Rocks_Panel-19 ARG photo 2018,Paiute-Rocks_Panel-19_ARG-photo-2018.jpg,Paiute-Rocks_Panel-19_ARG-photo-2018_thumb.jpg
228417a5-acdc-39bd-0002-7b7728417493,Paiute-Rocks_Panel-19 NRAF photo 2005,Paiute-Rocks_Panel-19_NRAF-photo-2005.jpg,Paiute-Rocks_Panel-19_NRAF-photo-2005_thumb.jpg
228417a5-acdc-39bd-0003-7b7728417493,Paiute-Rocks_Panel-19 NRAF photo 2010,Paiute-Rocks_Panel-19_NRAF-photo-2010.jpg,Paiute-Rocks_Panel-19_NRAF-photo-2010_thumb.jpg
228417a5-acdc-39bd-0004-7b7728417493,Paiute-Rocks_Panel-19 detail NRAF photo 2010,Paiute-Rocks_Panel-19-detail_NRAF-photo-2010.jpg,Paiute-Rocks_Panel-19-detail_NRAF-photo-2010_thumb.jpg
