ResourceID,title,filename,thumbnail,year,source
b0b0b0b0-0000-3701-0005-000000000000,Red Pigment Canyon LN4232 F37 P1 overview ASM 2014,Red Pigment Canyon_LN4232_F37-P1_overview_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F37-P1_overview_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-3701-0006-000000000000,Red Pigment Canyon LN4232 F37 P1 overview facing E NRAF 2011,Red Pigment Canyon_LN4232_F37-P1_overview_facing E_NRAF  2011 photo.jpg,Red Pigment Canyon_LN4232_F37-P1_overview_facing E_NRAF  2011 photo_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-3707-0001-000000000000,Red Pigment Canyon LN4232 F37 P1 Panel 7 NRAF 2011,Red Pigment Canyon_LN4232_F37-P1_Panel-7_NRAF 2011 drawing.jpg,Red Pigment Canyon_LN4232_F37-P1_Panel-7_NRAF 2011 drawing_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-3701-0007-000000000000,Red Pigment Canyon LN4232 F37 P1 White 1997,Red Pigment Canyon_LN4232_F37-P1_White 1997 photo.jpg,Red Pigment Canyon_LN4232_F37-P1_White 1997 photo_thumb.jpg,1997,White
b0b0b0b0-0000-4701-0001-000000000000,Red Pigment Canyon LN4232 F47 P1 closeup facing S NRAF 2011,Red Pigment Canyon_LN4232_F47-P1_closeup_facing S_NRAF 2011 photo.jpg,Red Pigment Canyon_LN4232_F47-P1_closeup_facing S_NRAF 2011 photo_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-4701-0002-000000000000,Red Pigment Canyon LN4232 F47 P1 Lee et al. 2002,Red Pigment Canyon_LN4232_F47-P1_Lee et al. 2002 drawing.jpg,Red Pigment Canyon_LN4232_F47-P1_Lee et al. 2002 drawing_thumb.jpg,2002,Lee et al.
b0b0b0b0-0000-4701-0003-000000000000,Red Pigment Canyon LN4232 F47 P1 overview facing S NRAF,Red Pigment Canyon_LN4232_F47-P1_overview facing S NRAF 2011.jpg,Red Pigment Canyon_LN4232_F47-P1_overview facing S NRAF 2011_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-4733-0001-000000000000,Red Pigment Canyon LN4232 F47 P1 Panel 33 NRAF 2011,Red Pigment Canyon_LN4232_F47-P1_Panel-33_NRAF 2011 drawing.jpg,Red Pigment Canyon_LN4232_F47-P1_Panel-33_NRAF 2011 drawing_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-4701-0004-000000000000,Red Pigment Canyon LN4232 F47 P1 White 1997,Red Pigment Canyon_LN4232_F47-P1_White 1997 photo.jpg,Red Pigment Canyon_LN4232_F47-P1_White 1997 photo_thumb.jpg,1997,White
b0b0b0b0-0000-5501-0001-000000000000,Red Pigment Canyon LN4232 F55 P1 Action 1 ARG 2018,Red Pigment Canyon_LN4232_F55-P1_Action-1_ARG 2018 photo.JPG,Red Pigment Canyon_LN4232_F55-P1_Action-1_ARG 2018 photo.JPG,2018,Architectural Resource Group
b0b0b0b0-0000-5501-0002-000000000000,Red Pigment Canyon LN4232 F55 P1 Action 2 ARG 2018,Red Pigment Canyon_LN4232_F55-P1_Action-2_ARG 2018 photo.JPG,Red Pigment Canyon_LN4232_F55-P1_Action-2_ARG 2018 photo.JPG,2018,Architectural Resource Group
b0b0b0b0-0000-5501-0003-000000000000,Red Pigment Canyon LN4232 F55 P1 detail 1 ARG 2018,Red Pigment Canyon_LN4232_F55-P1_detail-1_ARG 2018 photo.JPG,Red Pigment Canyon_LN4232_F55-P1_detail-1_ARG 2018 photo.JPG,2018,Architectural Resource Group
b0b0b0b0-0000-5501-0004-000000000000,Red Pigment Canyon LN4232 F55 P1 detail 1 facing W NRAF 2011,Red Pigment Canyon_LN4232_F55-P1_detail-1_facing W_NRAF 2011 photo.jpg,Red Pigment Canyon_LN4232_F55-P1_detail-1_facing W_NRAF 2011 photo_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-5501-0005-000000000000,Red Pigment Canyon LN4232 F55 P1 detail 2 facing W NRAF 2011,Red Pigment Canyon_LN4232_F55-P1_detail-2_facing W_NRAF 2011 photo.jpg,Red Pigment Canyon_LN4232_F55-P1_detail-2_facing W_NRAF 2011 photo_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-5501-0006-000000000000,Red Pigment Canyon LN4232 F55 P1 detail 3 facing W NRAF 2011,Red Pigment Canyon_LN4232_F55-P1_detail-3_facing W_NRAF 2011 photo.jpg,Red Pigment Canyon_LN4232_F55-P1_detail-3_facing W_NRAF 2011 photo_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-5501-0007-000000000000,Red Pigment Canyon LN4232 F55 P1 detail ASM 2014,Red Pigment Canyon_LN4232_F55-P1_detail_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F55-P1_detail_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-5501-0008-000000000000,Red Pigment Canyon LN4232 F55 P1 Lee et al. 2002 drawing Locus,Red Pigment Canyon_LN4232_F55-P1_Lee et al. 2002 drawing Locus 13B.jpg,Red Pigment Canyon_LN4232_F55-P1_Lee et al. 2002 drawing Locus 13B_thumb.jpg,2002,Lee et al.
b0b0b0b0-0000-5501-0009-000000000000,Red Pigment Canyon LN4232 F55 P1 overview ARG 2018,Red Pigment Canyon_LN4232_F55-P1_overview_ARG 2018 photo.JPG,Red Pigment Canyon_LN4232_F55-P1_overview_ARG 2018 photo.JPG,2018,Architectural Resource Group
b0b0b0b0-0000-5501-0010-000000000000,Red Pigment Canyon LN4232 F55 P1 overview ASM 2014,Red Pigment Canyon_LN4232_F55-P1_overview_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F55-P1_overview_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-5501-0011-000000000000,Red Pigment Canyon LN4232 F55 P1 overview facing W NRAF 2011,Red Pigment Canyon_LN4232_F55-P1_overview_facing W_NRAF 2011 photo.jpg,Red Pigment Canyon_LN4232_F55-P1_overview_facing W_NRAF 2011 photo_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-5535-0001-000000000000,Red Pigment Canyon LN4232 F55 P1 Panel 35 NRAF 2011,Red Pigment Canyon_LN4232_F55-P1_Panel-35_NRAF 2011 drawing.jpg,Red Pigment Canyon_LN4232_F55-P1_Panel-35_NRAF 2011 drawing_thumb.jpg,2011,Nevada Rock Art Foundation
b0b0b0b0-0000-0101-0001-000000000000,Red Pigment Canyon LN4232 F1 P1 detail 1 Top ASM 2014,Red Pigment Canyon_LN4232_F1-P1_detail-1_Top_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F1-P1_detail-1_Top_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-0101-0002-000000000000,Red Pigment Canyon LN4232 F1 P1 detail 2 Top ASM 2014,Red Pigment Canyon_LN4232_F1-P1_detail-2_Top_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F1-P1_detail-2_Top_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-0101-0003-000000000000,Red Pigment Canyon LN4232 F1 P1 detail 3 Bottom ASM 2014,Red Pigment Canyon_LN4232_F1-P1_detail-3_Bottom_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F1-P1_detail-3_Bottom_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-0101-0004-000000000000,Red Pigment Canyon LN4232 F1 P1 facing NW ASM 2014,Red Pigment Canyon_LN4232_F1-P1_facing NW_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F1-P1_facing NW_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-0102-0001-000000000000,Red Pigment Canyon LN4232 F1 P2 detail 1 ASM 2014,Red Pigment Canyon_LN4232_F1-P2_detail-1_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F1-P2_detail-1_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-0102-0002-000000000000,Red Pigment Canyon LN4232 F1 P2 detail 2 ASM 2014,Red Pigment Canyon_LN4232_F1-P2_detail-2_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F1-P2_detail-2_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-0102-0003-000000000000,Red Pigment Canyon LN4232 F1 P2 facing E ASM 2014,Red Pigment Canyon_LN4232_F1-P2_facing E_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F1-P2_facing E_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-1912-0001-000000000000,Red Pigment Canyon LN4232 F19 P1&2 Overview facing SE ASM 2014,Red Pigment Canyon_LN4232_F19-P1&2_Overview facing SE_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F19-P1&2_Overview facing SE_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-1912-0002-000000000000,Red Pigment Canyon LN4232 F19 P1&2 Overview facing S ASM 2014,Red Pigment Canyon_LN4232_F19-P1&2_Overview facing S_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F19-P1&2_Overview facing S_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-1901-0001-000000000000,Red Pigment Canyon LN4232 F19 P1 Detail 1 ASM 2014,Red Pigment Canyon_LN4232_F19-P1_Detail-1_ASM 2014 photo 01.jpg,Red Pigment Canyon_LN4232_F19-P1_Detail-1_ASM 2014 photo 01_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-1901-0002-000000000000,Red Pigment Canyon LN4232 F19 P1 Detail 2 ASM 2014,Red Pigment Canyon_LN4232_F19-P1_Detail-2_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F19-P1_Detail-2_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-1901-0003-000000000000,Red Pigment Canyon LN4232 F19 P1 Detail 3 ASM 2014,Red Pigment Canyon_LN4232_F19-P1_Detail-3_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F19-P1_Detail-3_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-1902-0001-000000000000,Red Pigment Canyon LN4232 F19 P2 Detail 1 ASM 2014,Red Pigment Canyon_LN4232_F19-P2_Detail-1_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_F19-P2_Detail-1_ASM 2014 photo_thumb.jpg,2014,ASM Associates
b0b0b0b0-0000-1912-0003-000000000000,Red Pigment Canyon LN4232 site overview F19 P1&2 on right ASM 2014,Red Pigment Canyon_LN4232_site overview_F19-P1&2 on right_ASM 2014 photo.jpg,Red Pigment Canyon_LN4232_site overview_F19-P1&2 on right_ASM 2014 photo_thumb.jpg,2014,ASM Associates
